Date_Time,Q_recorded,Q_predicted_1,Q_predicted_2,Q_predicted_3,Q_predicted_4
1993-01-06 17:35:00,0.002,0.0,0.0,0.0,0.0
1993-01-06 17:40:00,0.002,0.0,0.0,0.0,0.0
1993-01-06 17:45:00,0.002,0.0,0.0,0.0,0.0
1993-01-06 17:50:00,0.002,0.0,0.0,0.0,0.0
1993-01-06 17:55:00,0.285,0.0,0.0,0.0,0.0
1993-01-06 18:00:00,1.899,0.0,0.0,0.0,0.0
1993-01-06 18:05:00,1.899,0.03,0.031,0.028,0.028
1993-01-06 18:10:00,1.04,0.21,0.176,0.054,0.167
1993-01-06 18:15:00,0.492,0.661,0.749,0.259,0.748
1993-01-06 18:20:00,0.236,0.706,0.745,0.552,0.82
1993-01-06 18:25:00,0.157,0.512,0.587,0.451,0.613
1993-01-06 18:30:00,0.1,0.379,0.464,0.361,0.472
1993-01-06 18:35:00,0.061,0.294,0.378,0.298,0.379
1993-01-06 18:40:00,0.036,0.237,0.315,0.252,0.314
1993-01-06 18:45:00,0.018,0.196,0.271,0.218,0.265
1993-01-06 18:50:00,0.015,0.172,0.243,0.197,0.234
1993-01-06 18:55:00,0.014,0.177,0.242,0.203,0.239
1993-01-06 19:00:00,0.011,0.216,0.286,0.234,0.281
1993-01-06 19:05:00,0.007,0.253,0.343,0.276,0.332
1993-01-06 19:10:00,0.007,0.261,0.342,0.291,0.342
1993-01-06 19:15:00,0.003,0.228,0.303,0.265,0.301
1993-01-06 19:20:00,0.005,0.188,0.256,0.228,0.251
1993-01-06 19:25:00,0.005,0.152,0.214,0.193,0.206
1993-01-06 19:30:00,0.005,0.124,0.18,0.164,0.171
1993-01-06 19:35:00,0.005,0.102,0.154,0.14,0.143
1993-01-06 19:40:00,0.005,0.084,0.132,0.121,0.121
1993-01-06 19:45:00,0.005,0.071,0.115,0.104,0.103
1993-01-06 19:50:00,0.005,0.06,0.1,0.091,0.088
1993-01-06 19:55:00,0.005,0.051,0.088,0.08,0.076
1993-01-06 20:00:00,0.005,0.043,0.077,0.07,0.066
1993-01-06 20:05:00,0.005,0.037,0.068,0.062,0.057
1993-01-06 20:10:00,0.005,0.032,0.06,0.054,0.05
1993-01-06 20:15:00,0.005,0.028,0.054,0.048,0.043
1993-01-06 20:20:00,0.005,0.024,0.048,0.043,0.038
1993-01-06 20:25:00,0.005,0.021,0.043,0.038,0.033
1993-01-06 20:30:00,0.005,0.019,0.038,0.034,0.029
1993-01-06 20:35:00,0.005,0.016,0.035,0.03,0.026
1993-01-06 20:40:00,0.005,0.014,0.031,0.027,0.023
1993-01-06 20:45:00,0.005,0.014,0.03,0.024,0.021
1993-01-06 20:50:00,0.005,0.015,0.032,0.026,0.022
1993-01-06 20:55:00,0.005,0.018,0.036,0.03,0.026
1993-01-06 21:00:00,0.005,0.026,0.048,0.037,0.039
1993-01-06 21:05:00,0.005,0.033,0.062,0.048,0.053
1993-01-06 21:10:00,0.005,0.035,0.072,0.058,0.058
1993-01-06 21:15:00,0.005,0.046,0.079,0.068,0.069
1993-01-06 21:20:00,0.005,0.054,0.084,0.072,0.075
1993-01-06 21:25:00,0.005,0.059,0.09,0.076,0.081
1993-01-06 21:30:00,0.032,0.063,0.099,0.081,0.088
1993-01-06 21:35:00,0.916,0.069,0.109,0.09,0.098
1993-01-06 21:40:00,0.972,0.108,0.192,0.148,0.165
1993-01-06 21:45:00,0.499,0.437,0.707,0.432,0.6
1993-01-06 21:50:00,0.331,0.941,1.354,1.037,1.363
1993-01-06 21:55:00,1.096,0.909,1.249,1.082,1.28
1993-01-06 22:00:00,8.768,0.703,1.027,0.901,1.018
1993-01-06 22:05:00,9.516,0.783,1.199,0.988,1.154
1993-01-06 22:10:00,5.597,3.929,6.194,4.199,5.373
1993-01-06 22:15:00,3.898,6.196,8.382,7.443,8.591
1993-01-06 22:20:00,3.01,4.336,6.761,5.906,6.547
1993-01-06 22:25:00,2.054,3.537,5.778,5.074,5.493
1993-01-06 22:30:00,2.18,2.895,4.864,4.305,4.562
1993-01-06 22:35:00,3.05,2.403,4.134,3.662,3.841
1993-01-06 22:40:00,1.917,2.011,3.532,3.136,3.257
1993-01-06 22:45:00,1.236,1.767,3.132,2.774,2.86
1993-01-06 22:50:00,0.922,1.601,2.845,2.513,2.59
1993-01-06 22:55:00,0.749,1.343,2.391,2.132,2.185
1993-01-06 23:00:00,0.61,1.051,1.895,1.709,1.709
1993-01-06 23:05:00,0.48,0.82,1.54,1.392,1.361
1993-01-06 23:10:00,0.357,0.656,1.259,1.14,1.101
1993-01-06 23:15:00,0.289,0.519,1.02,0.933,0.88
1993-01-06 23:20:00,0.236,0.412,0.839,0.767,0.711
1993-01-06 23:25:00,0.201,0.334,0.703,0.642,0.59
1993-01-06 23:30:00,0.177,0.277,0.599,0.546,0.497
1993-01-06 23:35:00,0.154,0.234,0.518,0.471,0.427
1993-01-06 23:40:00,0.127,0.202,0.453,0.411,0.37
1993-01-06 23:45:00,0.11,0.176,0.397,0.361,0.322
1993-01-06 23:50:00,0.096,0.154,0.351,0.317,0.283
1993-01-06 23:55:00,0.08,0.136,0.313,0.283,0.251
1993-01-07 00:00:00,0.069,0.121,0.28,0.253,0.224
1993-01-07 00:05:00,0.061,0.107,0.249,0.225,0.198
1993-01-07 00:10:00,0.054,0.094,0.22,0.199,0.173
1993-01-07 00:15:00,0.048,0.082,0.193,0.174,0.151
1993-01-07 00:20:00,0.042,0.071,0.169,0.153,0.131
1993-01-07 00:25:00,0.041,0.061,0.148,0.134,0.113
1993-01-07 00:30:00,0.039,0.052,0.13,0.118,0.098
1993-01-07 00:35:00,0.038,0.045,0.115,0.104,0.086
1993-01-07 00:40:00,0.036,0.039,0.102,0.092,0.075
1993-01-07 00:45:00,0.035,0.033,0.091,0.082,0.065
1993-01-07 00:50:00,0.035,0.029,0.081,0.073,0.057
1993-01-07 00:55:00,0.035,0.025,0.073,0.065,0.05
1993-01-07 01:00:00,0.035,0.022,0.065,0.058,0.044
1993-01-07 01:05:00,0.035,0.019,0.058,0.052,0.039
1993-01-07 01:10:00,0.035,0.017,0.053,0.047,0.035
1993-01-07 01:15:00,0.035,0.015,0.047,0.042,0.031
1993-01-07 01:20:00,0.035,0.013,0.043,0.038,0.027
1993-01-07 01:25:00,0.035,0.012,0.039,0.034,0.024
1993-01-07 01:30:00,0.035,0.01,0.035,0.031,0.021
1993-01-07 01:35:00,0.035,0.009,0.032,0.028,0.019
1993-01-07 01:40:00,0.035,0.008,0.029,0.025,0.017
1993-01-07 01:45:00,0.035,0.007,0.026,0.023,0.015
1993-01-07 01:50:00,0.036,0.006,0.024,0.02,0.013
1993-01-07 01:55:00,0.036,0.006,0.022,0.019,0.012
1993-01-07 02:00:00,0.036,0.005,0.02,0.017,0.011
1993-01-07 02:05:00,0.036,0.005,0.018,0.015,0.01
1993-01-07 02:10:00,0.036,0.004,0.016,0.014,0.009
1993-01-07 02:15:00,0.036,0.004,0.015,0.013,0.008
1993-01-07 02:20:00,0.036,0.003,0.014,0.011,0.007
1993-01-07 02:25:00,0.036,0.003,0.013,0.01,0.006
1993-01-07 02:30:00,0.038,0.003,0.012,0.009,0.006
1993-01-07 02:35:00,0.038,0.002,0.011,0.009,0.005
1993-01-07 02:40:00,0.038,0.002,0.01,0.008,0.005
1993-01-07 02:45:00,0.038,0.002,0.009,0.007,0.004
1993-01-07 02:50:00,0.038,0.002,0.008,0.006,0.004
1993-01-07 02:55:00,0.038,0.002,0.008,0.006,0.004
1993-01-07 03:00:00,0.038,0.001,0.007,0.005,0.003
1993-01-07 03:05:00,0.038,0.001,0.007,0.005,0.003
1993-01-07 03:10:00,0.038,0.001,0.006,0.004,0.003
1993-01-07 03:15:00,0.038,0.001,0.006,0.004,0.002
1993-01-07 03:20:00,0.038,0.001,0.005,0.004,0.002
1993-01-07 03:25:00,0.038,0.001,0.005,0.003,0.002
1993-01-07 03:30:00,0.038,0.001,0.005,0.003,0.002
1993-01-07 03:35:00,0.038,0.001,0.004,0.003,0.002
1993-01-07 03:40:00,0.038,0.001,0.004,0.002,0.001
1993-01-07 03:45:00,0.038,0.001,0.004,0.002,0.001
1993-01-07 03:50:00,0.038,0.001,0.004,0.002,0.001
1993-01-07 03:55:00,0.038,0.001,0.003,0.002,0.001
1993-01-07 04:00:00,0.038,0.0,0.003,0.001,0.001
1993-01-07 04:05:00,0.038,0.0,0.003,0.001,0.001
1993-01-07 04:10:00,0.038,0.0,0.003,0.001,0.001
1993-01-07 04:15:00,0.038,0.0,0.002,0.001,0.001
1993-01-07 04:20:00,0.038,0.0,0.002,0.001,0.001
1993-01-07 04:25:00,0.038,0.0,0.002,0.001,0.001
1993-01-07 04:30:00,0.038,0.0,0.002,0.001,0.001
1993-01-07 04:35:00,0.038,0.0,0.002,0.001,0.001
1993-01-07 04:40:00,0.038,0.0,0.002,0.001,0.0
1993-01-07 04:45:00,0.038,0.0,0.002,0.001,0.0
1993-01-07 04:50:00,0.038,0.0,0.001,0.001,0.0
1993-01-07 04:55:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:00:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:05:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:10:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:15:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:20:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:25:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:30:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:35:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:40:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:45:00,0.038,0.0,0.001,0.0,0.0
1993-01-07 05:50:00,0.038,0.0,0.0,0.0,0.0
1993-01-07 05:55:00,0.038,0.0,0.0,0.0,0.0
1993-01-07 06:00:00,0.038,0.0,0.0,0.0,0.0
